"country","mes","cancelaciones_mensuales","personas_mensuales","reservas_mensuales","cancelaciones_acumuladas","personas_acumuladas","reservas_acumuladas","ratio_cancelaciones","region","country_name"
"AUS",2016-12-01,2,11,6,34,392,193,17.6,"Asia","Australia"
"AUT",2016-12-01,11,81,38,103,1528,771,13.4,"Europe","Austria"
"BEL",2016-12-01,11,93,46,223,2741,1339,16.7,"Europe","Belgium"
"BGD",2016-12-01,3,9,3,7,24,9,77.8,"Asia","Bangladesh"
"BGR",2016-12-01,2,11,6,10,93,49,20.4,"Europe","Bulgaria"
"BIH",2016-12-01,2,4,2,3,15,10,30,"Europe","Bosnia & Herzegovina"
"BLR",2016-12-01,1,4,3,3,25,16,18.8,"Europe","Belarus"
"BRA",2016-12-01,67,448,199,385,2591,1204,32,"Americas","Brazil"
"CHE",2016-12-01,20,116,55,185,2063,986,18.8,"Europe","Switzerland"
"CHL",2016-12-01,3,12,4,12,105,48,25,"Americas","Chile"
"CHN",2016-12-01,20,103,48,356,2436,1201,29.6,"Asia","China"
"CPV",2016-12-01,1,2,1,10,29,17,58.8,"Africa","Cape Verde"
"CZE",2016-12-01,1,4,2,22,216,120,18.3,"Europe","Czechia"
"DEU",2016-12-01,67,298,151,585,8407,4351,13.4,"Europe","Germany"
"DNK",2016-12-01,3,21,11,37,455,219,16.9,"Europe","Denmark"
"DZA",2016-12-01,1,12,6,14,128,75,18.7,"Africa","Algeria"
"ECU",2016-12-01,0,11,5,2,24,12,16.7,"Americas","Ecuador"
"ESP",2016-12-01,192,1090,502,1305,12488,5890,22.2,"Europe","Spain"
"EST",2016-12-01,0,5,2,9,114,54,16.7,"Europe","Estonia"
"FIN",2016-12-01,4,34,17,37,567,278,13.3,"Europe","Finland"
"FRA",2016-12-01,86,885,430,945,13258,6471,14.6,"Europe","France"
"GBR",2016-12-01,84,535,262,1117,13791,6888,16.2,"Europe","United Kingdom"
"GGY",2016-12-01,1,1,1,3,5,3,100,"Europe","Guernsey"
"GLP",2016-12-01,2,6,2,2,6,2,100,"Americas","Guadeloupe"
"GRC",2016-12-01,2,15,8,20,145,86,23.3,"Europe","Greece"
"HKG",2016-12-01,1,2,1,17,34,17,100,"Asia","Hong Kong SAR China"
"HRV",2016-12-01,0,6,3,10,110,56,17.9,"Europe","Croatia"
"HUN",2016-12-01,1,16,8,42,250,129,32.6,"Europe","Hungary"
"IDN",2016-12-01,10,20,10,16,39,20,80,"Asia","Indonesia"
"IND",2016-12-01,1,21,8,23,208,98,23.5,"Asia","India"
"IRL",2016-12-01,22,123,74,383,3994,1970,19.4,"Europe","Ireland"
"IRN",2016-12-01,0,9,5,11,101,52,21.2,"Africa","Iran"
"ISR",2016-12-01,3,9,5,99,790,388,25.5,"Africa","Israel"
"ITA",2016-12-01,104,481,217,786,5055,2437,32.3,"Europe","Italy"
"JEY",2016-12-01,1,2,1,5,10,5,100,"Europe","Jersey"
"JPN",2016-12-01,2,26,12,17,242,122,13.9,"Asia","Japan"
"KAZ",2016-12-01,0,1,1,2,22,12,16.7,"Europe","Kazakhstan"
"KEN",2016-12-01,1,3,1,1,6,2,50,"Africa","Kenya"
"KOR",2016-12-01,0,9,3,22,141,69,31.9,"Asia","South Korea"
"KWT",2016-12-01,1,2,1,3,20,10,30,"Africa","Kuwait"
"LTU",2016-12-01,0,6,2,3,111,56,5.4,"Europe","Lithuania"
"LUX",2016-12-01,10,23,11,48,313,151,31.8,"Europe","Luxembourg"
"LVA",2016-12-01,0,8,3,3,75,38,7.9,"Europe","Latvia"
"MAR",2016-12-01,6,16,9,54,334,150,36,"Africa","Morocco"
"MDV",2016-12-01,1,2,1,4,10,5,80,"Asia","Maldives"
"MEX",2016-12-01,1,8,4,7,95,49,14.3,"Americas","Mexico"
"MOZ",2016-12-01,0,6,3,10,67,38,26.3,"Africa","Mozambique"
"MYS",2016-12-01,0,18,8,2,52,25,8,"Asia","Malaysia"
"NLD",2016-12-01,18,118,64,201,2568,1297,15.5,"Europe","Netherlands"
"NOR",2016-12-01,1,2,1,56,631,307,18.2,"Europe","Norway"
"NULL",2016-12-01,5,41,27,50,566,391,12.8,"Other","Other"
"OMN",2016-12-01,0,2,1,3,32,15,20,"Africa","Oman"
"PHL",2016-12-01,1,6,2,5,22,10,50,"Asia","Philippines"
"POL",2016-12-01,2,39,17,114,1248,613,18.6,"Europe","Poland"
"PRI",2016-12-01,2,4,2,2,18,11,18.2,"Americas","Puerto Rico"
"ROU",2016-12-01,7,41,21,63,604,295,21.4,"Europe","Romania"
"RUS",2016-12-01,8,26,12,110,691,346,31.8,"Europe","Russia"
"SEN",2016-12-01,1,1,1,3,8,5,60,"Africa","Senegal"
"SGP",2016-12-01,3,13,6,8,52,25,32,"Asia","Singapore"
"SRB",2016-12-01,0,2,1,1,107,84,1.2,"Europe","Serbia"
"SVK",2016-12-01,15,36,18,19,86,45,42.2,"Europe","Slovakia"
"SVN",2016-12-01,0,3,2,12,89,47,25.5,"Europe","Slovenia"
"SWE",2016-12-01,2,56,33,135,1244,633,21.3,"Europe","Sweden"
"THA",2016-12-01,0,5,2,11,100,49,22.4,"Asia","Thailand"
"TMP",2016-12-01,1,2,1,1,9,3,33.3,"Other","Other"
"TUR",2016-12-01,4,25,11,70,343,177,39.5,"Europe","Turkey"
"TWN",2016-12-01,1,3,1,7,49,25,28,"Asia","Taiwan"
"UKR",2016-12-01,5,14,6,16,108,54,29.6,"Europe","Ukraine"
"USA",2016-12-01,24,152,65,214,2292,1135,18.9,"Americas","United States"
"VEN",2016-12-01,2,4,2,9,40,20,45,"Americas","Venezuela"
"ZAF",2016-12-01,1,5,3,18,80,41,43.9,"Africa","South Africa"
"AGO",2017-01-01,29,94,44,163,495,276,59.1,"Africa","Angola"
"ALB",2017-01-01,0,5,3,2,20,11,18.2,"Europe","Albania"
"ARG",2017-01-01,5,38,15,32,303,139,23,"Americas","Argentina"
"AUS",2017-01-01,13,65,32,47,457,225,20.9,"Asia","Australia"
"AUT",2017-01-01,4,41,24,107,1569,795,13.5,"Europe","Austria"
"BEL",2017-01-01,8,101,53,231,2842,1392,16.6,"Europe","Belgium"
"BGR",2017-01-01,0,2,2,10,95,51,19.6,"Europe","Bulgaria"
"BLR",2017-01-01,1,2,1,4,27,17,23.5,"Europe","Belarus"
"BRA",2017-01-01,78,372,160,463,2963,1364,33.9,"Americas","Brazil"
"CHE",2017-01-01,6,45,25,191,2108,1011,18.9,"Europe","Switzerland"
"CHL",2017-01-01,1,5,3,13,110,51,25.5,"Americas","Chile"
"CHN",2017-01-01,52,181,88,408,2617,1289,31.7,"Asia","China"
"COL",2017-01-01,1,6,2,13,82,39,33.3,"Americas","Colombia"
"CPV",2017-01-01,2,5,2,12,34,19,63.2,"Africa","Cape Verde"
"CRI",2017-01-01,0,3,1,1,29,14,7.1,"Americas","Costa Rica"
"CYP",2017-01-01,0,29,16,3,58,37,8.1,"Europe","Cyprus"
"CZE",2017-01-01,0,3,2,22,219,122,18,"Europe","Czechia"
"DEU",2017-01-01,26,245,131,611,8652,4482,13.6,"Europe","Germany"
"DNK",2017-01-01,0,14,8,37,469,227,16.3,"Europe","Denmark"
"DOM",2017-01-01,1,2,1,1,10,5,20,"Americas","Dominican Republic"
"DZA",2017-01-01,1,6,4,15,134,79,19,"Africa","Algeria"
"ESP",2017-01-01,66,548,300,1371,13036,6190,22.1,"Europe","Spain"
"EST",2017-01-01,1,5,5,10,119,59,16.9,"Europe","Estonia"
"FIN",2017-01-01,0,5,4,37,572,282,13.1,"Europe","Finland"
"FRA",2017-01-01,67,535,277,1012,13793,6748,15,"Europe","France"
"GBR",2017-01-01,56,478,245,1173,14269,7133,16.4,"Europe","United Kingdom"
"GHA",2017-01-01,0,2,1,1,4,2,50,"Africa","Ghana"
"GRC",2017-01-01,2,5,3,22,150,89,24.7,"Europe","Greece"
"HRV",2017-01-01,0,13,6,10,123,62,16.1,"Europe","Croatia"
"HUN",2017-01-01,0,11,4,42,261,133,31.6,"Europe","Hungary"
"IDN",2017-01-01,2,4,3,18,43,23,78.3,"Asia","Indonesia"
"IND",2017-01-01,0,5,3,23,213,101,22.8,"Asia","India"
"IRL",2017-01-01,15,130,67,398,4124,2037,19.5,"Europe","Ireland"
"IRN",2017-01-01,2,6,3,13,107,55,23.6,"Africa","Iran"
"ISL",2017-01-01,0,4,3,3,46,25,12,"Europe","Iceland"
"ISR",2017-01-01,0,3,2,99,793,390,25.4,"Africa","Israel"
"ITA",2017-01-01,71,423,210,857,5478,2647,32.4,"Europe","Italy"
"JPN",2017-01-01,0,26,11,17,268,133,12.8,"Asia","Japan"
"KAZ",2017-01-01,1,1,1,3,23,13,23.1,"Europe","Kazakhstan"
"KOR",2017-01-01,8,35,16,30,176,85,35.3,"Asia","South Korea"
"LTU",2017-01-01,0,9,7,3,120,63,4.8,"Europe","Lithuania"
"LUX",2017-01-01,4,10,4,52,323,155,33.5,"Europe","Luxembourg"
"MAC",2017-01-01,1,1,1,3,5,3,100,"Asia","Macao SAR China"
"MAR",2017-01-01,3,25,11,57,359,161,35.4,"Africa","Morocco"
"MDV",2017-01-01,0,1,1,4,11,6,66.7,"Asia","Maldives"
"MEX",2017-01-01,0,6,4,7,101,53,13.2,"Americas","Mexico"
"MYS",2017-01-01,0,1,1,2,53,26,7.7,"Asia","Malaysia"
"NGA",2017-01-01,1,5,3,15,44,22,68.2,"Africa","Nigeria"
"NLD",2017-01-01,16,162,79,217,2730,1376,15.8,"Europe","Netherlands"
"NOR",2017-01-01,2,19,11,58,650,318,18.2,"Europe","Norway"
"NULL",2017-01-01,1,30,21,51,596,412,12.4,"Other","Other"
"NZL",2017-01-01,0,1,1,3,91,50,6,"Asia","New Zealand"
"PAK",2017-01-01,1,2,1,7,14,8,87.5,"Asia","Pakistan"
"PER",2017-01-01,0,4,2,4,30,18,22.2,"Americas","Peru"
"POL",2017-01-01,5,88,36,119,1336,649,18.3,"Europe","Poland"
"ROU",2017-01-01,7,26,12,70,630,307,22.8,"Europe","Romania"
"RUS",2017-01-01,20,97,48,130,788,394,33,"Europe","Russia"
"SEN",2017-01-01,1,1,1,4,9,6,66.7,"Africa","Senegal"
"SGP",2017-01-01,7,15,9,15,67,34,44.1,"Asia","Singapore"
"SVK",2017-01-01,0,6,4,19,92,49,38.8,"Europe","Slovakia"
"SWE",2017-01-01,5,36,16,140,1280,649,21.6,"Europe","Sweden"
"THA",2017-01-01,0,5,2,11,105,51,21.6,"Asia","Thailand"
"TUN",2017-01-01,0,4,2,14,62,31,45.2,"Africa","Tunisia"
"TUR",2017-01-01,9,49,24,79,392,201,39.3,"Europe","Turkey"
"TWN",2017-01-01,1,4,2,8,53,27,29.6,"Asia","Taiwan"
"UKR",2017-01-01,1,3,2,17,111,56,30.4,"Europe","Ukraine"
"USA",2017-01-01,8,98,64,222,2390,1199,18.5,"Americas","United States"
"UZB",2017-01-01,1,2,1,2,3,2,100,"Europe","Uzbekistan"
"VEN",2017-01-01,2,3,2,11,43,22,50,"Americas","Venezuela"
"ZAF",2017-01-01,1,4,2,19,84,43,44.2,"Africa","South Africa"
"AGO",2017-02-01,12,30,18,175,525,294,59.5,"Africa","Angola"
"ALB",2017-02-01,0,2,1,2,22,12,16.7,"Europe","Albania"
"ARE",2017-02-01,2,3,2,29,75,35,82.9,"Africa","United Arab Emirates"
"ARG",2017-02-01,1,10,4,33,313,143,23.1,"Americas","Argentina"
"AUS",2017-02-01,4,15,8,51,472,233,21.9,"Asia","Australia"
"AUT",2017-02-01,2,24,15,109,1593,810,13.5,"Europe","Austria"
"BEL",2017-02-01,14,143,69,245,2985,1461,16.8,"Europe","Belgium"
"BGR",2017-02-01,0,6,3,10,101,54,18.5,"Europe","Bulgaria"
"BRA",2017-02-01,54,236,107,517,3199,1471,35.1,"Americas","Brazil"
"CHE",2017-02-01,29,152,74,220,2260,1085,20.3,"Europe","Switzerland"
"CHL",2017-02-01,2,11,4,15,121,55,27.3,"Americas","Chile"
"CHN",2017-02-01,44,194,104,452,2811,1393,32.4,"Asia","China"
"COL",2017-02-01,1,3,1,14,85,40,35,"Americas","Colombia"
"CPV",2017-02-01,0,2,1,12,36,20,60,"Africa","Cape Verde"
"CYP",2017-02-01,0,1,1,3,59,38,7.9,"Europe","Cyprus"
"CZE",2017-02-01,3,12,6,25,231,128,19.5,"Europe","Czechia"
"DEU",2017-02-01,43,310,162,654,8962,4644,14.1,"Europe","Germany"
"DNK",2017-02-01,6,46,20,43,515,247,17.4,"Europe","Denmark"
"DZA",2017-02-01,2,5,3,17,139,82,20.7,"Africa","Algeria"
"ESP",2017-02-01,65,708,371,1436,13744,6561,21.9,"Europe","Spain"
"EST",2017-02-01,0,5,3,10,124,62,16.1,"Europe","Estonia"
"FIN",2017-02-01,4,51,22,41,623,304,13.5,"Europe","Finland"
"FRA",2017-02-01,110,1072,489,1122,14865,7237,15.5,"Europe","France"
"GBR",2017-02-01,122,1124,559,1295,15393,7692,16.8,"Europe","United Kingdom"
"GHA",2017-02-01,0,1,1,1,5,3,33.3,"Africa","Ghana"
"GIB",2017-02-01,1,4,1,6,31,13,46.2,"Europe","Gibraltar"
"GNB",2017-02-01,1,2,1,1,11,9,11.1,"Africa","Guinea-Bissau"
"GRC",2017-02-01,0,4,2,22,154,91,24.2,"Europe","Greece"
"HRV",2017-02-01,0,8,5,10,131,67,14.9,"Europe","Croatia"
"HUN",2017-02-01,3,13,6,45,274,139,32.4,"Europe","Hungary"
"IND",2017-02-01,0,8,4,23,221,105,21.9,"Asia","India"
"IRL",2017-02-01,20,154,77,418,4278,2114,19.8,"Europe","Ireland"
"IRN",2017-02-01,0,5,2,13,112,57,22.8,"Africa","Iran"
"ISL",2017-02-01,1,5,3,4,51,28,14.3,"Europe","Iceland"
"ISR",2017-02-01,2,12,6,101,805,396,25.5,"Africa","Israel"
"ITA",2017-02-01,52,243,117,909,5721,2764,32.9,"Europe","Italy"
"JOR",2017-02-01,0,1,1,1,18,13,7.7,"Africa","Jordan"
"JPN",2017-02-01,1,20,11,18,288,144,12.5,"Asia","Japan"
"KOR",2017-02-01,7,32,14,37,208,99,37.4,"Asia","South Korea"
"LBN",2017-02-01,0,5,2,4,40,20,20,"Africa","Lebanon"
"LIE",2017-02-01,1,2,1,1,6,3,33.3,"Europe","Liechtenstein"
"LTU",2017-02-01,1,2,1,4,122,64,6.2,"Europe","Lithuania"
"LUX",2017-02-01,3,14,6,55,337,161,34.2,"Europe","Luxembourg"
"LVA",2017-02-01,2,8,4,5,83,42,11.9,"Europe","Latvia"
"MAC",2017-02-01,1,2,1,4,7,4,100,"Asia","Macao SAR China"
"MAR",2017-02-01,2,31,22,59,390,183,32.2,"Africa","Morocco"
"MCO",2017-02-01,0,4,2,1,8,4,25,"Europe","Monaco"
"MOZ",2017-02-01,1,2,1,11,69,39,28.2,"Africa","Mozambique"
"MUS",2017-02-01,0,2,1,1,11,6,16.7,"Africa","Mauritius"
"NGA",2017-02-01,0,4,2,15,48,24,62.5,"Africa","Nigeria"
"NLD",2017-02-01,14,177,82,231,2907,1458,15.8,"Europe","Netherlands"
"NOR",2017-02-01,3,16,7,61,666,325,18.8,"Europe","Norway"
"NULL",2017-02-01,0,30,21,51,626,433,11.8,"Other","Other"
"PER",2017-02-01,0,1,1,4,31,19,21.1,"Americas","Peru"
"POL",2017-02-01,9,65,25,128,1401,674,19,"Europe","Poland"
"QAT",2017-02-01,0,1,1,5,14,7,71.4,"Africa","Qatar"
"ROU",2017-02-01,13,45,24,83,675,331,25.1,"Europe","Romania"
"RUS",2017-02-01,3,33,14,133,821,408,32.6,"Europe","Russia"
"SAU",2017-02-01,1,2,1,26,66,34,76.5,"Africa","Saudi Arabia"
"SEN",2017-02-01,0,2,1,4,11,7,57.1,"Africa","Senegal"
"SRB",2017-02-01,0,2,1,1,109,85,1.2,"Europe","Serbia"
"SVK",2017-02-01,0,6,2,19,98,51,37.3,"Europe","Slovakia"
"SVN",2017-02-01,0,2,1,12,91,48,25,"Europe","Slovenia"
"SWE",2017-02-01,1,27,12,141,1307,661,21.3,"Europe","Sweden"
"TUN",2017-02-01,0,4,1,14,66,32,43.8,"Africa","Tunisia"
"TUR",2017-02-01,3,6,3,82,398,204,40.2,"Europe","Turkey"
"TWN",2017-02-01,2,6,2,10,59,29,34.5,"Asia","Taiwan"
"TZA",2017-02-01,1,2,1,3,8,4,75,"Africa","Tanzania"
"UKR",2017-02-01,0,2,1,17,113,57,29.8,"Europe","Ukraine"
"USA",2017-02-01,7,97,44,229,2487,1243,18.4,"Americas","United States"
"UZB",2017-02-01,0,2,1,2,5,3,66.7,"Europe","Uzbekistan"
"ZAF",2017-02-01,0,2,2,19,86,45,42.2,"Africa","South Africa"
"ZWE",2017-02-01,0,2,1,0,4,2,0,"Africa","Zimbabwe"
"AGO",2017-03-01,5,30,17,180,555,311,57.9,"Africa","Angola"
"ARE",2017-03-01,6,14,6,35,89,41,85.4,"Africa","United Arab Emirates"
"ARG",2017-03-01,2,8,5,35,321,148,23.6,"Americas","Argentina"
"AUS",2017-03-01,1,15,7,52,487,240,21.7,"Asia","Australia"
"AUT",2017-03-01,29,137,76,138,1730,886,15.6,"Europe","Austria"
"AZE",2017-03-01,3,12,5,7,35,14,50,"Europe","Azerbaijan"
"BEL",2017-03-01,10,176,95,255,3161,1556,16.4,"Europe","Belgium"
"BGR",2017-03-01,0,4,2,10,105,56,17.9,"Europe","Bulgaria"
"BIH",2017-03-01,0,2,1,3,17,11,27.3,"Europe","Bosnia & Herzegovina"
"BLR",2017-03-01,0,1,1,4,28,18,22.2,"Europe","Belarus"
"BRA",2017-03-01,36,255,119,553,3454,1590,34.8,"Americas","Brazil"
"CHE",2017-03-01,14,115,56,234,2375,1141,20.5,"Europe","Switzerland"
"CHN",2017-03-01,28,248,128,480,3059,1521,31.6,"Asia","China"
"COL",2017-03-01,0,2,1,14,87,41,34.1,"Americas","Colombia"
"CPV",2017-03-01,0,1,1,12,37,21,57.1,"Africa","Cape Verde"
"CRI",2017-03-01,0,3,2,1,32,16,6.2,"Americas","Costa Rica"
"CZE",2017-03-01,2,11,6,27,242,134,20.1,"Europe","Czechia"
"DEU",2017-03-01,88,747,399,742,9709,5043,14.7,"Europe","Germany"
"DNK",2017-03-01,11,51,23,54,566,270,20,"Europe","Denmark"
"DZA",2017-03-01,1,8,5,18,147,87,20.7,"Africa","Algeria"
"ECU",2017-03-01,0,7,4,2,31,16,12.5,"Americas","Ecuador"
"EGY",2017-03-01,2,4,2,9,51,30,30,"Africa","Egypt"
"ESP",2017-03-01,50,353,179,1486,14097,6740,22,"Europe","Spain"
"EST",2017-03-01,3,14,5,13,138,67,19.4,"Europe","Estonia"
"ETH",2017-03-01,1,1,1,1,4,2,50,"Africa","Ethiopia"
"FIN",2017-03-01,5,50,27,46,673,331,13.9,"Europe","Finland"
"FRA",2017-03-01,104,1239,648,1226,16104,7885,15.5,"Europe","France"
"GBR",2017-03-01,115,1079,583,1410,16472,8275,17,"Europe","United Kingdom"
"GRC",2017-03-01,8,25,12,30,179,103,29.1,"Europe","Greece"
"HKG",2017-03-01,1,1,1,18,35,18,100,"Asia","Hong Kong SAR China"
"HRV",2017-03-01,1,5,3,11,136,70,15.7,"Europe","Croatia"
"HUN",2017-03-01,9,52,26,54,326,165,32.7,"Europe","Hungary"
"IND",2017-03-01,0,9,5,23,230,110,20.9,"Asia","India"
"IRL",2017-03-01,34,320,163,452,4598,2277,19.9,"Europe","Ireland"
"IRN",2017-03-01,2,19,7,15,131,64,23.4,"Africa","Iran"
"ISR",2017-03-01,3,157,89,104,962,485,21.4,"Africa","Israel"
"ITA",2017-03-01,52,323,161,961,6044,2925,32.9,"Europe","Italy"
"JPN",2017-03-01,2,10,5,20,298,149,13.4,"Asia","Japan"
"KEN",2017-03-01,1,3,1,2,9,3,66.7,"Africa","Kenya"
"KOR",2017-03-01,1,5,3,38,213,102,37.3,"Asia","South Korea"
"LTU",2017-03-01,0,2,1,4,124,65,6.2,"Europe","Lithuania"
"LUX",2017-03-01,5,29,14,60,366,175,34.3,"Europe","Luxembourg"
"LVA",2017-03-01,1,8,4,6,91,46,13,"Europe","Latvia"
"MAC",2017-03-01,7,14,7,11,21,11,100,"Asia","Macao SAR China"
"MAR",2017-03-01,3,11,5,62,401,188,33,"Africa","Morocco"
"MDV",2017-03-01,1,2,1,5,13,7,71.4,"Asia","Maldives"
"MEX",2017-03-01,0,3,2,7,104,55,12.7,"Americas","Mexico"
"MLT",2017-03-01,1,2,1,4,24,13,30.8,"Africa","Malta"
"MUS",2017-03-01,0,2,1,1,13,7,14.3,"Africa","Mauritius"
"MYS",2017-03-01,1,1,1,3,54,27,11.1,"Asia","Malaysia"
"NGA",2017-03-01,2,4,2,17,52,26,65.4,"Africa","Nigeria"
"NLD",2017-03-01,28,240,127,259,3147,1585,16.3,"Europe","Netherlands"
"NOR",2017-03-01,6,21,11,67,687,336,19.9,"Europe","Norway"
"NULL",2017-03-01,0,22,18,51,648,451,11.3,"Other","Other"
"NZL",2017-03-01,0,2,1,3,93,51,5.9,"Asia","New Zealand"
"PER",2017-03-01,2,7,3,6,38,22,27.3,"Americas","Peru"
"PHL",2017-03-01,0,2,1,5,24,11,45.5,"Asia","Philippines"
"POL",2017-03-01,19,88,40,147,1489,714,20.6,"Europe","Poland"
"ROU",2017-03-01,8,35,17,91,710,348,26.1,"Europe","Romania"
"RUS",2017-03-01,10,60,24,143,881,432,33.1,"Europe","Russia"
"SAU",2017-03-01,2,6,4,28,72,38,73.7,"Africa","Saudi Arabia"
"SEN",2017-03-01,2,4,2,6,15,9,66.7,"Africa","Senegal"
"SGP",2017-03-01,0,2,1,15,69,35,42.9,"Asia","Singapore"
"SRB",2017-03-01,0,2,1,1,111,86,1.2,"Europe","Serbia"
"SVK",2017-03-01,0,5,3,19,103,54,35.2,"Europe","Slovakia"
"SWE",2017-03-01,4,67,36,145,1374,697,20.8,"Europe","Sweden"
"THA",2017-03-01,1,2,1,12,107,52,23.1,"Asia","Thailand"
"TUR",2017-03-01,6,24,13,88,422,217,40.6,"Europe","Turkey"
"TWN",2017-03-01,1,3,1,11,62,30,36.7,"Asia","Taiwan"
"UKR",2017-03-01,0,2,1,17,115,58,29.3,"Europe","Ukraine"
"URY",2017-03-01,2,8,3,5,37,17,29.4,"Americas","Uruguay"
"USA",2017-03-01,19,147,75,248,2634,1318,18.8,"Americas","United States"
"ZAF",2017-03-01,3,6,4,22,92,49,44.9,"Africa","South Africa"
"AGO",2017-04-01,2,20,13,182,575,324,56.2,"Africa","Angola"
"AND",2017-04-01,1,2,1,3,10,4,75,"Europe","Andorra"
"ARG",2017-04-01,1,16,9,36,337,157,22.9,"Americas","Argentina"
"AUS",2017-04-01,5,32,17,57,519,257,22.2,"Asia","Australia"
"AUT",2017-04-01,20,194,95,158,1924,981,16.1,"Europe","Austria"
"BEL",2017-04-01,55,325,147,310,3486,1703,18.2,"Europe","Belgium"
"BGD",2017-04-01,0,1,1,7,25,10,70,"Asia","Bangladesh"
"BGR",2017-04-01,1,15,5,11,120,61,18,"Europe","Bulgaria"
"BHR",2017-04-01,1,3,1,1,5,2,50,"Africa","Bahrain"
"BIH",2017-04-01,0,3,1,3,20,12,25,"Europe","Bosnia & Herzegovina"
"BRA",2017-04-01,59,274,126,612,3728,1716,35.7,"Americas","Brazil"
"CHE",2017-04-01,27,215,99,261,2590,1240,21,"Europe","Switzerland"
"CHL",2017-04-01,0,2,1,15,123,56,26.8,"Americas","Chile"
"CHN",2017-04-01,33,166,80,513,3225,1601,32,"Asia","China"
"CIV",2017-04-01,0,2,1,0,8,4,0,"Africa","Côte d’Ivoire"
"COL",2017-04-01,1,4,2,15,91,43,34.9,"Americas","Colombia"
"CPV",2017-04-01,0,2,1,12,39,22,54.5,"Africa","Cape Verde"
"CRI",2017-04-01,0,4,2,1,36,18,5.6,"Americas","Costa Rica"
"CYP",2017-04-01,5,8,5,8,67,43,18.6,"Europe","Cyprus"
"CZE",2017-04-01,4,20,8,31,262,142,21.8,"Europe","Czechia"
"DEU",2017-04-01,113,961,465,855,10670,5508,15.5,"Europe","Germany"
"DNK",2017-04-01,10,49,23,64,615,293,21.8,"Europe","Denmark"
"DOM",2017-04-01,0,2,1,1,12,6,16.7,"Americas","Dominican Republic"
"DZA",2017-04-01,2,10,6,20,157,93,21.5,"Africa","Algeria"
"ECU",2017-04-01,3,5,3,5,36,19,26.3,"Americas","Ecuador"
"ESP",2017-04-01,161,888,400,1647,14985,7140,23.1,"Europe","Spain"
"EST",2017-04-01,3,15,6,16,153,73,21.9,"Europe","Estonia"
"FIN",2017-04-01,11,85,42,57,758,373,15.3,"Europe","Finland"
"FRA",2017-04-01,148,1250,554,1374,17354,8439,16.3,"Europe","France"
"GBR",2017-04-01,172,1374,690,1582,17846,8965,17.6,"Europe","United Kingdom"
"GRC",2017-04-01,1,9,6,31,188,109,28.4,"Europe","Greece"
"HKG",2017-04-01,3,10,5,21,45,23,91.3,"Asia","Hong Kong SAR China"
"HRV",2017-04-01,1,10,5,12,146,75,16,"Europe","Croatia"
"HUN",2017-04-01,8,31,11,62,357,176,35.2,"Europe","Hungary"
"IDN",2017-04-01,0,6,3,18,49,26,69.2,"Asia","Indonesia"
"IMN",2017-04-01,1,3,1,2,5,2,100,"Europe","Isle of Man"
"IND",2017-04-01,4,38,14,27,268,124,21.8,"Asia","India"
"IRL",2017-04-01,62,383,191,514,4981,2468,20.8,"Europe","Ireland"
"IRN",2017-04-01,1,3,2,16,134,66,24.2,"Africa","Iran"
"ISL",2017-04-01,0,45,23,4,96,51,7.8,"Europe","Iceland"
"ISR",2017-04-01,24,159,79,128,1121,564,22.7,"Africa","Israel"
"ITA",2017-04-01,92,453,207,1053,6497,3132,33.6,"Europe","Italy"
"JPN",2017-04-01,1,12,4,21,310,153,13.7,"Asia","Japan"
"KAZ",2017-04-01,0,1,1,3,24,14,21.4,"Europe","Kazakhstan"
"KEN",2017-04-01,0,3,2,2,12,5,40,"Africa","Kenya"
"KOR",2017-04-01,1,5,3,39,218,105,37.1,"Asia","South Korea"
"KWT",2017-04-01,0,2,1,3,22,11,27.3,"Africa","Kuwait"
"LBN",2017-04-01,2,7,3,6,47,23,26.1,"Africa","Lebanon"
"LTU",2017-04-01,1,16,8,5,140,73,6.8,"Europe","Lithuania"
"LUX",2017-04-01,8,34,16,68,400,191,35.6,"Europe","Luxembourg"
"LVA",2017-04-01,0,6,3,6,97,49,12.2,"Europe","Latvia"
"MAR",2017-04-01,6,18,8,68,419,196,34.7,"Africa","Morocco"
"MDV",2017-04-01,2,5,2,7,18,9,77.8,"Asia","Maldives"
"MEX",2017-04-01,0,2,1,7,106,56,12.5,"Americas","Mexico"
"MLT",2017-04-01,0,2,1,4,26,14,28.6,"Africa","Malta"
"MNE",2017-04-01,1,3,1,1,7,4,25,"Europe","Montenegro"
"NGA",2017-04-01,0,3,1,17,55,27,63,"Africa","Nigeria"
"NLD",2017-04-01,32,227,119,291,3374,1704,17.1,"Europe","Netherlands"
"NOR",2017-04-01,37,122,51,104,809,387,26.9,"Europe","Norway"
"NULL",2017-04-01,6,24,16,57,672,467,12.2,"Other","Other"
"NZL",2017-04-01,2,15,7,5,108,58,8.6,"Asia","New Zealand"
"OMN",2017-04-01,0,3,1,3,35,16,18.8,"Africa","Oman"
"PHL",2017-04-01,1,1,1,6,25,12,50,"Asia","Philippines"
"POL",2017-04-01,13,108,46,160,1597,760,21.1,"Europe","Poland"
"ROU",2017-04-01,4,33,17,95,743,365,26,"Europe","Romania"
"RUS",2017-04-01,15,84,42,158,965,474,33.3,"Europe","Russia"
"SGP",2017-04-01,1,3,2,16,72,37,43.2,"Asia","Singapore"
